,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,figth_year,attended,fight_coutry,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,born_year_fighter1,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,born_year_fighter2
747,Gleison Tibau,Jeff Cox,1,Lightweight,f,SUB,1,2007,5100.0, USA,40,14,0,0,"5' 10""","71""",Southpaw,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,74.07407,1983,10,7,0,0,"5' 10""",,Orthodox,0.56,25.0,1.69,33.0,4.23,50.0,80.0,0.0,58.82353,1968
748,Mizuto Hirota,Rani Yahya,0,Featherweight,f,DEC,3,2013,14682.0, Japan,19,9,2,0,"5' 7""","67""",Orthodox,3.66,40.0,3.7,53.0,1.55,50.0,60.0,0.0,63.333332,1981,26,9,0,1,"5' 6""","67""",Orthodox,1.48,38.0,1.46,50.0,3.13,34.0,22.0,2.3,72.22222,1984
749,Chad Reiner,Anthony Johnson,0,Welterweight,f,KO/TKO,1,2007,5100.0, USA,28,13,0,0,"5' 11""",,Orthodox,0.53,20.0,1.97,46.0,0.99,33.0,25.0,2.0,68.29269,1981,22,6,0,0,"6' 2""","78""",Orthodox,3.25,47.0,1.83,60.0,2.43,57.0,77.0,0.6,78.57143,1984
750,Nate Mohr,Luke Caudillo,1,Lightweight,f,DEC,3,2007,5100.0, USA,9,7,0,0,"5' 9""","72""",Orthodox,3.79,41.0,2.5,74.0,0.45,50.0,71.0,0.0,56.25,1983,17,16,0,0,"5' 7""",,Orthodox,1.97,28.0,5.07,55.0,0.44,20.0,85.0,0.0,51.515152,1980
751,Rich Franklin,Yushin Okami,1,Middleweight,f,DEC,3,2007,9000.0, United Kingdom,29,7,0,1,"6' 1""","75""",Southpaw,4.1,44.0,2.07,62.0,1.31,66.0,63.0,0.7,78.37838,1974,35,11,0,0,"6' 2""","75""",Southpaw,2.14,39.0,2.1,62.0,2.1,46.0,84.0,0.5,76.08696,1981
752,Hector Ramirez,Forrest Griffin,0,Light Heavyweight,f,DEC,3,2007,9000.0, United Kingdom,9,4,1,0,"6' 0""",,Orthodox,2.27,41.0,4.6,56.0,2.3,55.0,66.0,0.5,64.28571,1976,19,7,0,0,"6' 3""","77""",Orthodox,4.38,36.0,2.81,61.0,1.05,48.0,57.0,0.7,73.07692,1979
753,Jason MacDonald,Rory Singer,1,Middleweight,f,KO/TKO,2,2007,9000.0, United Kingdom,26,16,0,0,"6' 3""","80""",Orthodox,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,61.904762,1975,11,9,0,0,"6' 2""","77""",Orthodox,2.55,39.0,2.42,63.0,0.39,25.0,64.0,0.8,55.0,1976
754,Tyson Griffin,Clay Guida,1,Lightweight,f,DEC,3,2007,9000.0, United Kingdom,15,6,0,0,"5' 6""","68""",Orthodox,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9,71.42857,1984,34,15,0,0,"5' 7""","70""",Orthodox,2.33,32.0,2.39,65.0,3.43,37.0,69.0,0.7,69.38776,1981
755,Ed Herman,Scott Smith,1,Middleweight,f,SUB,2,2007,9000.0, United Kingdom,24,14,0,1,"6' 1""","77""",Orthodox,3.18,49.0,3.05,44.0,2.41,51.0,60.0,1.3,61.53846,1980,17,9,0,1,"6' 0""","70""",Orthodox,1.86,27.0,5.94,50.0,0.13,6.0,58.0,0.4,62.962963,1979
756,Marcus Davis,Jason Tan,1,Welterweight,f,KO/TKO,1,2007,9000.0, United Kingdom,20,9,0,1,"5' 10""","70""",Southpaw,2.72,39.0,2.79,65.0,1.6,48.0,47.0,1.4,66.666664,1973,5,3,0,0,"5' 10""",,Orthodox,0.69,29.0,7.37,18.0,0.0,0.0,0.0,0.0,62.5,1981
757,Eddie Sanchez,Colin Robinson,1,Heavyweight,f,KO/TKO,2,2007,9000.0, United Kingdom,13,5,0,0,"6' 2""","74""",Orthodox,3.45,43.0,3.3,43.0,1.13,26.0,42.0,0.0,72.22222,1982,9,10,0,0,"6' 4""",,Orthodox,6.19,69.0,7.91,37.0,2.58,100.0,50.0,5.2,47.36842,1968
758,Dustin Hazelett,Stevie Lynch,1,Welterweight,f,SUB,1,2007,9000.0, United Kingdom,12,7,0,0,"6' 1""","76""",Orthodox,2.24,40.0,3.51,46.0,0.55,50.0,25.0,4.1,63.157894,1986,5,2,0,0,"5' 10""",,Orthodox,2.47,25.0,7.06,41.0,0.0,0.0,0.0,0.0,71.42857,unk
759,Jens Pulver,BJ Penn,0,Lightweight,f,SUB,2,2007,3000.0, USA,25,15,1,0,"5' 7""","70""",Southpaw,2.12,37.0,3.13,56.0,0.22,33.0,63.0,0.3,60.97561,1974,16,12,2,0,"5' 9""","70""",Orthodox,2.71,49.0,3.12,56.0,1.24,55.0,75.0,0.5,53.333332,1978
760,Manvel Gamburyan,Nate Diaz,0,Lightweight,t,SUB,2,2007,3000.0, USA,18,11,0,1,"5' 5""","67""",Orthodox,2.13,41.0,2.83,55.0,3.26,34.0,69.0,0.7,60.0,1981,20,11,0,0,"6' 0""","76""",Southpaw,4.64,44.0,3.69,54.0,1.17,30.0,45.0,1.4,64.51613,1985
761,Thales Leites,Floyd Sword,1,Middleweight,f,SUB,1,2007,3000.0, USA,28,9,0,0,"6' 1""","78""",Orthodox,2.13,40.0,2.99,52.0,2.1,27.0,30.0,1.1,75.675674,1981,12,3,0,0,"6' 0""",,Orthodox,0.78,42.0,1.57,40.0,0.0,0.0,33.0,0.0,80.0,1976
762,Roger Huerta,Doug Evans,1,Lightweight,f,KO/TKO,2,2007,3000.0, USA,21,5,1,1,"5' 9""","70""",Orthodox,3.64,36.0,2.33,56.0,2.13,46.0,52.0,0.5,75.0,1983,13,9,0,0,"5' 9""",,Orthodox,1.79,35.0,2.55,55.0,3.19,83.0,69.0,0.6,59.090908,1980
763,Brandon Melendez,Joe Lauzon,0,Lightweight,f,SUB,2,2007,3000.0, USA,26,21,0,0,"5' 11""",,Southpaw,0.84,26.0,0.56,63.0,0.0,0.0,25.0,0.0,55.31915,1983,27,16,0,0,"5' 10""","71""",Orthodox,2.74,38.0,5.39,54.0,2.34,45.0,54.0,2.1,62.7907,1984
764,Cole Miller,Andy Wang,1,Lightweight,f,KO/TKO,1,2007,3000.0, USA,21,11,0,1,"6' 1""","74""",Orthodox,3.0,33.0,3.88,59.0,0.6,36.0,38.0,1.8,63.636364,1984,7,8,1,1,"5' 6""",,Orthodox,3.43,36.0,10.29,62.0,0.0,0.0,0.0,0.0,41.17647,1977
765,Allen Berube,Leonard Garcia,0,Lightweight,f,SUB,1,2007,3000.0, USA,4,3,0,0,"5' 8""",,Orthodox,0.92,80.0,0.92,33.0,6.87,100.0,0.0,3.4,57.142857,1974,19,11,1,0,"5' 10""","69""",Orthodox,2.77,24.0,4.79,52.0,0.3,26.0,42.0,0.5,61.29032,1979
766,Brian Geraghty,Matt Wiman,0,Lightweight,f,KO/TKO,1,2007,3000.0, USA,24,17,1,0,"5' 7""",,Orthodox,0.47,25.0,9.77,36.0,0.0,0.0,50.0,0.0,57.142857,1980,16,7,0,0,"5' 10""","68""",Orthodox,3.51,50.0,3.24,54.0,2.41,38.0,63.0,1.8,69.565216,1983
767,Kenny Florian,Alvin Robinson,1,Lightweight,f,KO/TKO,1,2007,14371.0, USA,14,6,0,0,"5' 10""","74""",Southpaw,2.41,40.0,1.85,63.0,2.22,33.0,60.0,1.3,70.0,1976,12,6,0,0,"5' 9""","68""",Southpaw,1.57,50.0,1.29,51.0,1.24,50.0,25.0,1.2,66.666664,1982
768,Anderson Silva,Nate Marquardt,1,Middleweight,t,KO/TKO,1,2007,14371.0, USA,34,8,0,1,"6' 2""","77""",Southpaw,3.1,63.0,1.87,62.0,0.55,77.0,69.0,0.9,79.06977,1975,38,19,2,0,"6' 0""","74""",Orthodox,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,64.40678,1979
769,Sean Sherk,Hermes Franca,1,Lightweight,t,DEC,5,2007,14371.0, USA,36,4,1,0,"5' 6""","67""",Orthodox,2.17,35.0,2.71,55.0,4.09,46.0,56.0,0.4,87.80488,1973,22,12,0,1,"5' 6""","71""",Orthodox,1.78,39.0,2.85,55.0,1.53,36.0,37.0,2.4,62.857143,1974
770,Minotauro Nogueira,Heath Herring,1,Heavyweight,f,DEC,3,2007,14371.0, USA,34,10,1,1,"6' 3""","77""",Orthodox,1.95,42.0,2.4,55.0,1.3,29.0,36.0,2.4,73.91304,1976,28,14,0,1,"6' 4""","78""",Orthodox,2.37,50.0,1.77,54.0,1.22,50.0,32.0,0.7,65.11628,1978
771,Stephan Bonnar,Mike Nickels,1,Light Heavyweight,f,SUB,1,2007,14371.0, USA,17,8,0,0,"6' 4""","78""",Orthodox,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0,68.0,1977,9,5,0,0,"6' 4""",,Orthodox,4.44,52.0,1.11,64.0,11.11,80.0,0.0,2.8,64.28571,1971
772,Diego Saraiva,Jorge Gurgel,0,Lightweight,f,DEC,3,2007,14371.0, USA,21,16,1,0,"5' 6""",,Orthodox,1.64,32.0,3.58,62.0,1.33,40.0,0.0,0.7,55.263157,1982,14,9,0,0,"5' 7""","69""",Orthodox,3.37,32.0,3.62,62.0,0.81,23.0,60.0,0.5,60.869564,1977
773,Jason Gilliam,Chris Lytle,0,Welterweight,f,SUB,1,2007,14371.0, USA,14,5,0,0,"6' 0""",,Orthodox,0.79,33.0,3.14,42.0,0.0,0.0,0.0,0.0,73.68421,unk,31,18,5,0,"5' 11""","68""",Orthodox,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4,57.407406,1974
774,Frankie Edgar,Mark Bocek,1,Lightweight,f,KO/TKO,1,2007,14371.0, USA,22,6,1,0,"5' 6""","68""",Orthodox,3.59,40.0,2.22,70.0,2.47,33.0,65.0,0.4,75.86207,1981,12,5,0,0,"5' 8""","75""",Orthodox,2.34,43.0,2.32,60.0,3.65,36.0,31.0,1.3,70.588234,1981
775,Randy Couture,Gabriel Gonzaga,1,Heavyweight,t,KO/TKO,3,2007,11065.0, USA,19,11,0,0,"6' 1""","75""",Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,63.333332,1963,17,11,0,0,"6' 2""","76""",Orthodox,2.12,45.0,2.94,57.0,2.8,39.0,66.0,1.1,60.714287,1979
776,Georges St-Pierre,Josh Koscheck,1,Welterweight,f,DEC,3,2007,11065.0, USA,26,2,0,0,"5' 11""","76""",Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,92.85714,1981,19,10,0,0,"5' 10""","73""",Orthodox,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4,65.51724,1977
777,Alberto Crane,Roger Huerta,0,Lightweight,f,KO/TKO,3,2007,11065.0, USA,15,5,0,0,"5' 5""",,Orthodox,0.43,25.0,2.61,57.0,0.0,0.0,50.0,4.0,75.0,1976,21,5,1,1,"5' 9""","70""",Orthodox,3.64,36.0,2.33,56.0,2.13,46.0,52.0,0.5,75.0,1983
778,Kurt Pellegrino,Joe Stevenson,0,Lightweight,f,DEC,3,2007,11065.0, USA,16,6,0,0,"5' 8""","70""",Orthodox,2.45,43.0,1.94,63.0,2.9,54.0,69.0,0.8,72.72727,1979,31,14,0,0,"5' 7""","70""",Orthodox,2.05,44.0,2.44,60.0,2.75,44.0,39.0,2.2,68.888885,1982
779,Patrick Cote,Kendall Grove,1,Middleweight,f,KO/TKO,1,2007,11065.0, USA,24,11,0,0,"5' 11""","71""",Orthodox,2.81,48.0,3.21,48.0,0.68,20.0,43.0,0.2,68.57143,1980,13,10,0,1,"6' 6""","79""",Orthodox,2.31,41.0,2.4,54.0,0.49,45.0,56.0,1.7,54.166668,1982
780,David Heath,Renato Sobral,0,Light Heavyweight,f,SUB,2,2007,11065.0, USA,16,7,0,0,"5' 11""","72""",Orthodox,1.48,30.0,5.16,49.0,0.33,50.0,57.0,1.0,69.565216,1976,36,9,0,0,"6' 1""","75""",Orthodox,2.23,45.0,1.53,57.0,2.48,42.0,65.0,2.6,80.0,1975
781,Frank Mir,Antoni Hardonk,1,Heavyweight,f,SUB,1,2007,11065.0, USA,18,11,0,0,"6' 3""","79""",Southpaw,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,62.068966,1979,8,6,0,0,"6' 4""","78""",Orthodox,3.4,61.0,3.07,46.0,0.0,0.0,40.0,0.9,57.142857,1976
782,Thales Leites,Ryan Jensen,1,Middleweight,f,SUB,1,2007,11065.0, USA,28,9,0,0,"6' 1""","78""",Orthodox,2.13,40.0,2.99,52.0,2.1,27.0,30.0,1.1,75.675674,1981,15,8,0,0,"6' 1""","76""",Orthodox,2.84,39.0,2.99,59.0,1.55,50.0,31.0,1.9,65.21739,1977
783,Clay Guida,Marcus Aurelio,1,Lightweight,f,DEC,3,2007,11065.0, USA,34,15,0,0,"5' 7""","70""",Orthodox,2.33,32.0,2.39,65.0,3.43,37.0,69.0,0.7,69.38776,1981,21,10,0,0,"5' 10""","74""",Orthodox,1.42,33.0,2.27,59.0,1.69,27.0,27.0,1.3,67.741936,1973
784,Rampage Jackson,Dan Henderson,1,Light Heavyweight,t,DEC,5,2007,16235.0, United Kingdom,36,11,0,0,"6' 1""","73""",Orthodox,3.25,54.0,2.51,55.0,1.52,56.0,73.0,0.1,76.59574,1978,32,15,0,0,"5' 11""","74""",Orthodox,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3,68.085106,1970
785,Matt Hamill,Michael Bisping,0,Light Heavyweight,f,DEC,3,2007,16235.0, United Kingdom,12,5,0,0,"6' 1""","76""",Orthodox,3.69,42.0,3.8,61.0,3.0,34.0,91.0,0.0,70.588234,1976,31,9,0,0,"6' 1""","75""",Orthodox,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,77.5,1979
786,Cheick Kongo,Mirko Cro Cop,1,Heavyweight,f,DEC,3,2007,16235.0, United Kingdom,29,9,2,0,"6' 4""","82""",Orthodox,3.33,56.0,1.28,54.0,2.3,56.0,52.0,0.2,72.5,1975,31,11,2,1,"6' 2""","73""",Southpaw,2.11,50.0,1.89,63.0,0.19,40.0,78.0,0.3,68.888885,1974
787,Paul Taylor,Marcus Davis,0,Welterweight,f,SUB,1,2007,16235.0, United Kingdom,11,6,1,1,"6' 0""","72""",Orthodox,4.44,47.0,4.47,55.0,0.27,25.0,56.0,0.5,57.894737,1979,20,9,0,1,"5' 10""","70""",Southpaw,2.72,39.0,2.79,65.0,1.6,48.0,47.0,1.4,66.666664,1973
788,Alessio Sakara,Houston Alexander,0,Light Heavyweight,f,KO/TKO,1,2007,16235.0, United Kingdom,19,11,0,1,"6' 0""","72""",Orthodox,3.96,47.0,2.8,59.0,2.18,78.0,62.0,0.0,61.29032,1981,13,8,1,2,"6' 0""","72""",Orthodox,3.06,54.0,3.2,52.0,1.19,57.0,33.0,0.0,54.166668,1972
789,Gleison Tibau,Terry Etim,1,Lightweight,f,DEC,3,2007,16235.0, United Kingdom,40,14,0,0,"5' 10""","71""",Southpaw,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,74.07407,1983,15,5,0,0,"6' 1""","73""",Orthodox,2.16,35.0,2.53,67.0,0.43,30.0,39.0,1.4,75.0,1986
790,Thiago Silva,Tomasz Drwal,1,Light Heavyweight,f,KO/TKO,2,2007,16235.0, United Kingdom,16,3,0,2,"6' 2""","74""",Orthodox,3.92,50.0,2.55,67.0,1.03,47.0,70.0,0.7,76.190475,1982,19,4,1,0,"6' 1""","76""",Orthodox,3.29,38.0,2.26,57.0,3.55,60.0,82.0,0.4,79.166664,1982
791,Naoyuki Kotani,Dennis Siver,0,Lightweight,f,KO/TKO,2,2007,16235.0, United Kingdom,33,13,7,0,"5' 8""","66""",Southpaw,1.02,31.0,2.89,50.0,0.83,16.0,46.0,0.8,62.264153,1981,23,11,0,1,"5' 6""","70""",Orthodox,3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3,65.71429,1979
792,Anthony Torres,Jess Liaudin,0,Welterweight,f,KO/TKO,1,2007,16235.0, United Kingdom,5,2,0,0,"5' 8""",,Orthodox,3.54,48.0,7.52,45.0,0.0,0.0,100.0,2.2,71.42857,1978,19,11,0,0,"5' 9""","72""",Orthodox,2.46,51.0,2.76,41.0,3.28,53.0,30.0,1.6,63.333332,unk
793,Kenny Florian,Din Thomas,1,Lightweight,f,SUB,1,2007,1678.0, USA,14,6,0,0,"5' 10""","74""",Southpaw,2.41,40.0,1.85,63.0,2.22,33.0,60.0,1.3,70.0,1976,25,8,0,1,"5' 9""",,Orthodox,1.85,37.0,2.6,59.0,1.38,52.0,76.0,1.2,73.52941,1976
794,Chris Leben,Terry Martin,1,Middleweight,f,KO/TKO,3,2007,1678.0, USA,22,11,0,0,"5' 11""","74""",Southpaw,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8,66.666664,1980,22,9,0,0,"5' 8""","71""",Orthodox,2.68,41.0,3.26,53.0,3.01,40.0,92.0,0.0,70.96774,1980
795,Nate Diaz,Junior Assuncao,1,Lightweight,f,SUB,1,2007,1678.0, USA,20,11,0,0,"6' 0""","76""",Southpaw,4.64,44.0,3.69,54.0,1.17,30.0,45.0,1.4,64.51613,1985,13,4,0,0,"5' 9""","72""",Orthodox,3.31,62.0,2.06,44.0,2.43,24.0,66.0,0.7,76.47059,1981
796,Pete Sell,Nate Quarry,0,Middleweight,f,KO/TKO,3,2007,1678.0, USA,9,5,0,0,"5' 11""","75""",Orthodox,2.6,42.0,3.65,51.0,0.91,21.0,47.0,0.9,64.28571,1982,12,4,0,0,"6' 0""","72""",Open Stance,4.96,44.0,2.8,66.0,0.25,33.0,60.0,0.0,75.0,1972
797,Edilberto de Oliveira,Luke Cummo,0,Welterweight,f,KO/TKO,1,2007,1678.0, USA,20,8,2,0,"6' 0""",,Orthodox,4.12,32.0,6.79,61.0,0.0,0.0,0.0,0.0,66.666664,1982,6,6,0,0,"6' 0""","74""",Orthodox,1.74,43.0,1.5,59.0,0.89,55.0,42.0,1.4,50.0,1980
798,Leonard Garcia,Cole Miller,0,Lightweight,f,DEC,3,2007,1678.0, USA,19,11,1,0,"5' 10""","69""",Orthodox,2.77,24.0,4.79,52.0,0.3,26.0,42.0,0.5,61.29032,1979,21,11,0,1,"6' 1""","74""",Orthodox,3.0,33.0,3.88,59.0,0.6,36.0,38.0,1.8,63.636364,1984
799,Joe Veres,Gray Maynard,0,Lightweight,f,KO/TKO,1,2007,1678.0, USA,4,3,0,0,"5' 7""",,Orthodox,0.0,0.0,5.55,27.0,0.0,0.0,0.0,0.0,57.142857,1977,14,8,1,1,"5' 9""","70""",Orthodox,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,58.333332,1979
800,Kuniyoshi Hironaka,Thiago Alves,0,Welterweight,f,KO/TKO,2,2007,1678.0, USA,19,8,0,0,"5' 10""","70""",Orthodox,1.98,40.0,3.01,54.0,1.91,30.0,25.0,0.6,70.37037,1976,27,13,0,0,"5' 9""","70""",Orthodox,3.61,40.0,3.13,64.0,0.74,68.0,63.0,0.3,67.5,1983
801,Jonathan Goulet,Dustin Hazelett,0,Welterweight,f,SUB,1,2007,1678.0, USA,23,12,0,1,"6' 0""","73""",Orthodox,1.61,41.0,2.0,46.0,4.17,70.0,45.0,0.6,63.88889,1979,12,7,0,0,"6' 1""","76""",Orthodox,2.24,40.0,3.51,46.0,0.55,50.0,25.0,4.1,63.157894,1986
802,Keith Jardine,Chuck Liddell,1,Light Heavyweight,f,DEC,3,2007,14087.0, USA,17,10,2,0,"6' 2""","76""",Orthodox,3.25,36.0,2.98,59.0,1.18,45.0,62.0,0.7,58.62069,1975,21,8,0,0,"6' 2""","76""",Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,72.413795,1969
803,Mauricio Rua,Forrest Griffin,0,Light Heavyweight,f,SUB,3,2007,14087.0, USA,25,11,0,0,"6' 1""","76""",Orthodox,3.75,51.0,2.64,55.0,2.16,48.0,45.0,0.9,69.44444,1981,19,7,0,0,"6' 3""","77""",Orthodox,4.38,36.0,2.81,61.0,1.05,48.0,57.0,0.7,73.07692,1979
804,Diego Sanchez,Jon Fitch,0,Welterweight,f,DEC,3,2007,14087.0, USA,30,11,0,0,"5' 10""","72""",Southpaw,2.76,37.0,2.91,57.0,1.52,22.0,50.0,0.9,73.17073,1981,27,5,1,1,"6' 0""","76""",Orthodox,2.61,50.0,1.65,54.0,3.6,51.0,56.0,0.8,79.411766,1978
805,Lyoto Machida,Kazuhiro Nakamura,1,Light Heavyweight,f,DEC,3,2007,14087.0, USA,24,8,0,0,"6' 1""","74""",Southpaw,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,75.0,1978,15,11,0,0,"5' 11""","70""",Orthodox,1.56,37.0,1.83,59.0,1.73,36.0,42.0,0.6,57.692307,1979
806,Tyson Griffin,Thiago Tavares,1,Lightweight,f,DEC,3,2007,14087.0, USA,15,6,0,0,"5' 6""","68""",Orthodox,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9,71.42857,1984,24,7,1,0,"5' 7""","68""",Orthodox,2.0,40.0,2.31,62.0,3.83,42.0,62.0,1.5,75.0,1984
807,Rich Clementi,Anthony Johnson,1,Welterweight,f,SUB,2,2007,14087.0, USA,40,20,1,0,"5' 9""","72""",Southpaw,1.43,37.0,2.29,60.0,1.72,42.0,25.0,1.1,65.57377,1976,22,6,0,0,"6' 2""","78""",Orthodox,3.25,47.0,1.83,60.0,2.43,57.0,77.0,0.6,78.57143,1984
808,Diego Saraiva,Jeremy Stephens,0,Lightweight,f,DEC,3,2007,14087.0, USA,21,16,1,0,"5' 6""",,Orthodox,1.64,32.0,3.58,62.0,1.33,40.0,0.0,0.7,55.263157,1982,28,15,0,0,"5' 8""","71""",Orthodox,3.1,40.0,2.76,59.0,1.16,36.0,64.0,0.4,65.11628,1986
809,Christian Wellisch,Scott Junk,1,Heavyweight,f,SUB,1,2007,14087.0, USA,8,5,0,0,"6' 2""","77""",Orthodox,3.12,27.0,3.04,56.0,1.22,42.0,45.0,1.2,61.53846,1975,8,3,1,1,"6' 1""",,Orthodox,5.13,60.0,1.81,45.0,0.0,0.0,0.0,0.0,61.53846,1978
810,Michihiro Omigawa,Matt Wiman,0,Lightweight,f,DEC,3,2007,14087.0, USA,13,13,1,0,"5' 6""","68""",Orthodox,2.01,39.0,3.06,64.0,1.19,36.0,49.0,1.5,48.148148,1975,16,7,0,0,"5' 10""","68""",Orthodox,3.51,50.0,3.24,54.0,2.41,38.0,63.0,1.8,69.565216,1983
811,Anderson Silva,Rich Franklin,1,Middleweight,t,KO/TKO,2,2007,16054.0, USA,34,8,0,1,"6' 2""","77""",Southpaw,3.1,63.0,1.87,62.0,0.55,77.0,69.0,0.9,79.06977,1975,29,7,0,1,"6' 1""","75""",Southpaw,4.1,44.0,2.07,62.0,1.31,66.0,63.0,0.7,78.37838,1974
812,Brandon Vera,Tim Sylvia,0,Heavyweight,f,DEC,3,2007,16054.0, USA,12,7,0,1,"6' 3""","76""",Orthodox,3.03,56.0,2.81,52.0,0.7,53.0,59.0,0.2,60.0,1977,30,7,0,1,"6' 8""","80""",Orthodox,4.23,41.0,2.61,61.0,0.11,100.0,75.0,0.1,78.947365,1976
813,Jorge Gurgel,Alvin Robinson,0,Lightweight,f,DEC,3,2007,16054.0, USA,14,9,0,0,"5' 7""","69""",Orthodox,3.37,32.0,3.62,62.0,0.81,23.0,60.0,0.5,60.869564,1977,12,6,0,0,"5' 9""","68""",Southpaw,1.57,50.0,1.29,51.0,1.24,50.0,25.0,1.2,66.666664,1982
814,Eric Schafer,Stephan Bonnar,0,Light Heavyweight,f,KO/TKO,2,2007,16054.0, USA,14,7,2,0,"6' 3""","75""",Orthodox,1.89,34.0,3.38,56.0,1.81,36.0,50.0,1.8,60.869564,1977,17,8,0,0,"6' 4""","78""",Orthodox,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0,68.0,1977
815,Kalib Starnes,Alan Belcher,0,Middleweight,f,KO/TKO,2,2007,16054.0, USA,12,7,1,0,"6' 3""","74""",Orthodox,2.71,48.0,4.43,53.0,1.46,33.0,25.0,0.6,60.0,1975,17,7,0,0,"6' 2""","73""",Orthodox,2.7,41.0,3.1,59.0,0.44,26.0,55.0,0.9,70.833336,1984
816,Jason MacDonald,Yushin Okami,0,Middleweight,f,DEC,3,2007,16054.0, USA,26,16,0,0,"6' 3""","80""",Orthodox,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,61.904762,1975,35,11,0,0,"6' 2""","75""",Southpaw,2.14,39.0,2.1,62.0,2.1,46.0,84.0,0.5,76.08696,1981
817,Demian Maia,Ryan Jensen,1,Middleweight,f,SUB,1,2007,16054.0, USA,25,9,0,0,"6' 1""","72""",Southpaw,1.78,42.0,1.95,64.0,2.5,25.0,65.0,1.0,73.52941,1977,15,8,0,0,"6' 1""","76""",Orthodox,2.84,39.0,2.99,59.0,1.55,50.0,31.0,1.9,65.21739,1977
818,Forrest Petz,Joshua Burkman,0,Welterweight,f,DEC,3,2007,16054.0, USA,24,9,0,0,"5' 9""","71""",Orthodox,2.27,29.0,2.2,57.0,1.3,100.0,66.0,0.0,72.72727,1975,29,17,0,1,"5' 10""","72""",Orthodox,2.69,43.0,3.13,51.0,2.53,36.0,72.0,0.3,61.70213,1980
819,Jason Black,Matt Grice,0,Lightweight,f,DEC,3,2007,16054.0, USA,23,4,1,0,"5' 8""",,Orthodox,1.06,47.0,2.6,45.0,0.48,33.0,28.0,6.2,82.14286,1972,15,5,0,0,"5' 8""","70""",Orthodox,4.09,53.0,2.69,56.0,2.19,37.0,82.0,0.5,75.0,1981
820,Michael Bisping,Rashad Evans,0,Light Heavyweight,f,DEC,3,2007,14071.0, USA,31,9,0,0,"6' 1""","75""",Orthodox,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,77.5,1979,24,8,1,0,"6' 0""","75""",Orthodox,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,72.72727,1979
821,Houston Alexander,Thiago Silva,0,Light Heavyweight,f,KO/TKO,1,2007,14071.0, USA,13,8,1,2,"6' 0""","72""",Orthodox,3.06,54.0,3.2,52.0,1.19,57.0,33.0,0.0,54.166668,1972,16,3,0,2,"6' 2""","74""",Orthodox,3.92,50.0,2.55,67.0,1.03,47.0,70.0,0.7,76.190475,1982
822,Karo Parisyan,Ryo Chonan,1,Welterweight,f,DEC,3,2007,14071.0, USA,19,8,0,1,"5' 10""","72""",Orthodox,2.49,41.0,2.19,58.0,5.27,59.0,59.0,1.0,67.85714,1982,20,12,0,0,"5' 9""","70""",Orthodox,2.57,43.0,2.25,60.0,0.61,41.0,39.0,0.3,62.5,1976
823,Ed Herman,Joe Doerksen,1,Middleweight,f,KO/TKO,3,2007,14071.0, USA,24,14,0,1,"6' 1""","77""",Orthodox,3.18,49.0,3.05,44.0,2.41,51.0,60.0,1.3,61.53846,1980,47,16,0,0,"6' 0""","75""",Orthodox,1.43,42.0,2.79,50.0,2.02,33.0,33.0,2.3,74.60317,1977
